Product_description,Product_url,Image_url,Price,Delivery_time,Product_Rating,previous_bought,Discount % ,delivery_type,fastest_delivery,
"Dell Inspiron 3530, Intel Core i5 13th Gen - 1334U, 16 GB RAM, 512 GB SSD, FHD 15.6""/39.62 cm, 120Hz, Windows 11, MS Office 2021, Carbon Black, 1.62 kg, Backlit Keyboard, Thin & Light Laptop",https://amazon.in/Dell-Inspiron-3530-Intel-Core/dp/B0DSFRFRW1/ref=sr_1_301?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-301,https://m.media-amazon.com/images/I/71eBKRsjHNL._AC_UY218_.jpg,"56,211","FREE delivery Tue, 8 Jul",3.4 out of 5 stars,50+ bought in past month,38,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Acer Aspire Lite, AMD Ryzen 5-5625U, 16GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-41, Metal Body, Multicolor Backlit Keyboard, Premium Thin and Light Laptop",https://amazon.in/Acer-5-5625U-AL15-41-Multicolor-Keyboard/dp/B0DG2LSP9N/ref=sr_1_302?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-302,https://m.media-amazon.com/images/I/61k0gpxQwCL._AC_UY218_.jpg,"35,990","FREE delivery Wed, 9 Jul",3.9 out of 5 stars,N/A,41,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Portronics My Buddy K Portable Laptop Stand with Adjustable Height, Foldable, OverHeating Protection for Laptops & MacBooks (Grey)",https://amazon.in/Portronics-My-Buddy-Adjustable-OverHeating/dp/B00EU6TXC6/ref=sr_1_303?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-303,https://m.media-amazon.com/images/I/51mN-RUnn5L._AC_UY218_.jpg,399,"FREE delivery Tue, 8 Jul on first order",4.2 out of 5 stars,3K+ bought in past month,80,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop",https://amazon.in/Lenovo-Smartchoice-4050-6GB-Windows-83JC00EGIN/dp/B0DPQHCKQD/ref=sr_1_304?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-304,https://m.media-amazon.com/images/I/616fX5Yh00L._AC_UY218_.jpg,"80,125","FREE delivery Tue, 8 Jul",4.2 out of 5 stars,200+ bought in past month,28,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo LOQ 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD Gaming Laptop (12GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/100% sRGB/Office 21/3 Month Game Pass/Luna Grey/2.4Kg), 83GS009RIN",https://amazon.in/Lenovo-i5-12450HX-39-6cm-300Nits-83GS009RIN/dp/B0D1XS2MJT/ref=sr_1_305?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-305,https://m.media-amazon.com/images/I/81zdgqyLRWL._AC_UY218_.jpg,"59,899","FREE delivery Tue, 8 Jul",4.5 out of 5 stars,N/A,28,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo V15 G4 AMD Athlon Silver 7120U Laptop 8GB LPDDR5 Ram, 512 GB SSD PCIe, Windows 11 Lifetime Validity,15.6"" FHD Screen, AMD Radeon 610M, Silver, 1 Year Brand Warranty",https://amazon.in/Lenovo-V15-Lifetime-Validity-Warranty/dp/B0CL7CMTXS/ref=sr_1_26?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-26,https://m.media-amazon.com/images/I/51+SoS8bWbL._AC_UY218_.jpg,"25,980","FREE delivery Tue, 8 Jul",4.1 out of 5 stars,500+ bought in past month,4,FREE Prime Delivery,N/A,
"Lenovo V15 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" FHD Display/Iron Grey/1.7 kg/MS Office 2021 Pro Plus",https://amazon.in/Lenovo-Intel-Core-12th-1215U/dp/B0B49ZCTLY/ref=sr_1_306?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-306,https://m.media-amazon.com/images/I/51QcoBERxVL._AC_UY218_.jpg,"32,500","FREE delivery Tue, 8 Jul",3.7 out of 5 stars,N/A,29,FREE Prime Delivery,N/A,
"Amazon Basics Laptop Sleeve Case Cover Pouch for 14-Inch, 14.1-Inch Laptop for Men & Women | Slim Profile Neoprene, Soft Puffy Fabric Lining, 360° Protection, Smooth & Premium Zipper (Grey)",https://amazon.in/14-Inch-14-1-Inch-Profile-Neoprene-Protection/dp/B09SPNRNJX/ref=sr_1_307?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-307,https://m.media-amazon.com/images/I/91k86Cdp1uL._AC_UY218_.jpg,349,"FREE delivery Tue, 8 Jul on first order",4.4 out of 5 stars,500+ bought in past month,68,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dyazo Water Resistant Laptop Sleeve | Laptop Case Cover for 15 Inches(38cm),15.6 Inch(39.6cm) Laptops & Notebook (Black)",https://amazon.in/Dyazo-Resistant-Laptop-Laptops-Notebook/dp/B09BFW41H4/ref=sr_1_308?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA&dib_tag=se&keywords=laptop&qid=1751752517&sprefix=laptops%2Caps%2C154&sr=8-308,https://m.media-amazon.com/images/I/819-2gnxg3L._AC_UY218_.jpg,299,"FREE delivery Tue, 8 Jul on first order",4.3 out of 5 stars,3K+ bought in past month,70,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"ASUS Vivobook 15, Intel Core i3-1315U 13th Gen, 15.6"" (39.62 cms) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Win11/MS Office/Backlit Keyboard/Silver/1.7 kg), X1504VA-NJ320WS",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMjc2NTQ4MTQ5MDc5OjE3NTE3NTI1MTc6c3BfYnRmOjMwMDQ1NjkyMzU1MjkzMjo6MDo6&url=%2FASUS-Vivobook-i3-1315U-Integrated-X1504VA-NJ320WS%2Fdp%2FB0CYTD8DVF%2Fref%3Dsr_1_309_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752517%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/715P4YWFq7L._AC_UY218_.jpg,"34,590","FREE delivery Tue, 8 Jul",4.1 out of 5 stars,200+ bought in past month,40,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"HP OMEN Gaming AI Laptop, AMD Ryzen7 7840HS, 6GB NVIDIA RTX4050, 16GB DDR5, 1TB SSD, (Win 11, Office 21, Black, 2.32kg), 165Hz, 7MS, IPS, 16.1inch(40.9cm), Flicker-Free, Tempest Cooling, xd0005AX",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3OTcxMjc2NTQ4MTQ5MDc5OjE3NTE3NTI1MTc6c3BfYnRmOjMwMDYxMDY3MTk5NzkzMjo6MDo6&url=%2FHP-Anti-Glare-Geforce-Dedicated-16-Xd0005Ax%2Fdp%2FB0CR6MGBXM%2Fref%3Dsr_1_310_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.sC-D7Qfw1tFZeb09ro9W9hlUmhPL5JthkGFraDH51e_VqOm49NG2XJDEhdJpzvH02aebUUP_1veRc17doqvsBDFZOUxDi7fYlau_QaV6IcK9XUa6Q22h9Z-TPbNrlZ-0zebyvl8raATyJSymQk8HYv80sevwtLwuDkwpJbGDLZ2kHEfcylo4MiHshKnzY7qPNwu-oD1ysNnKy5Acb0WflkIEwpJqsNvWou_ARsdWntI.cwyS6Ofuti-qXJ_RCQ5Zz9rBUS6RPUEdUlQCTXX3gSA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752517%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71loIIvt9AL._AC_UY218_.jpg,"99,990","FREE delivery Wed, 9 Jul",3.6 out of 5 stars,N/A,24,FREE Prime Delivery,N/A,
"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNTkxODg4NjAwNTM1MDY2OjE3NTE3NTI0NTg6c3BfbXRmOjMwMDUzNDkzNTA3MzQzMjo6MDo6&url=%2FLenovo-Smartchoice-I7-13620H-Keyboard-83K100CJIN%2Fdp%2FB0F2162VGQ%2Fref%3Dsr_1_27_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752458%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71HMPbAf-iL._AC_UY218_.jpg,"65,990","FREE delivery Tue, 8 Jul",4.0 out of 5 stars,500+ bought in past month,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Acer Aspire Lite, 13th Gen, Intel Core i3-1305U, 8GB RAM, 512GB SSD, Full HD, 15.6""/39.62cm, Windows 11 Home, Steel Gray, 1.59KG, AL15-53, Metal Body, 36 WHR, Thin and Light Premium Laptop",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNTkxODg4NjAwNTM1MDY2OjE3NTE3NTI0NTg6c3BfbXRmOjMwMDI4MDMxNDIxMDgzMjo6MDo6&url=%2FAcer-i3-1305U-Premium-Windows-AL15-53%2Fdp%2FB0DB1SDB87%2Fref%3Dsr_1_28_sspa%3Fcrid%3D12IZR3PRZWTP2%26dib%3DeyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1751752458%26sprefix%3Dlaptops%252Caps%252C154%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&cr=DUB,https://m.media-amazon.com/images/I/71o7b6YJMfL._AC_UY218_.jpg,"32,994","FREE delivery Tue, 8 Jul",3.9 out of 5 stars,100+ bought in past month,35,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Primebook 4G, 2025(New, WiFi+4G) Android Based MediaTek MT8788 - (PrimeOS) 4G SIM Slot, Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C, USB, HDMI, MicroSD) (4GB/64GB eMMC Storage, Black)",https://amazon.in/Primebook-Android-Based-MediaTek-MT8788/dp/B0D1Y3MVGL/ref=sr_1_29?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-29,https://m.media-amazon.com/images/I/71M+5cFJViL._AC_UY218_.jpg,"15,990","FREE delivery Tue, 8 Jul",4.5 out of 5 stars,50+ bought in past month,36,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"HP 15 Laptop,13th Gen Intel Core i7-1355U Laptop(16GB DDR4,512GB SSD) Anti-Glare, Micro-Edge,15.6"" FHD, Win11, M365 Basic(1yr),MSOffice 2024,Silver,1.59kg, Iris Xe, Camera w/Shutter,FPR, fd0515TU",https://amazon.in/HP-i7-1355U-Anti-Glare-Micro-Edge-MSOffice/dp/B0F66VQB4S/ref=sr_1_30?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-30,https://m.media-amazon.com/images/I/71+mpbHMDgL._AC_UY218_.jpg,"69,990","FREE delivery Tue, 8 Jul",5.0 out of 5 stars,100+ bought in past month,16,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Primebook WiFi, 2025(New) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/64GB eMMC Storage)",https://amazon.in/Primebook-Android-Based-MediaTek-MT8788/dp/B0D2Y31YX4/ref=sr_1_31?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-31,https://m.media-amazon.com/images/I/71heweI7phL._AC_UY218_.jpg,"13,990","FREE delivery Tue, 8 Jul",4.4 out of 5 stars,50+ bought in past month,26,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",https://amazon.in/Dyazo-Computer-Adjustable-Ergonomic-Compatible/dp/B08LHTJTBB/ref=sr_1_32?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-32,https://m.media-amazon.com/images/I/61kBmC8NfGL._AC_UY218_.jpg,379,"FREE delivery Tue, 8 Jul on first order",4.3 out of 5 stars,5K+ bought in past month,81,FREE Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Lenovo Thinkbook 16 AMD Ryzen 7 16"" WUXGA IPS Antiglare 300 NITS Thin and Light Laptop (16GB Ram/512GB SSD/Windows 11 Home/Fpr/Office 2021/Arctic Grey/1 Year Onsite/1.7 Kg), 21KKA0G1IN",https://amazon.in/Lenovo-Thinkbook-Antiglare-Windows-21KKA0G1IN/dp/B0DFHHFLRJ/ref=sr_1_33?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-33,https://m.media-amazon.com/images/I/51sxGjeY3GL._AC_UY218_.jpg,"52,990","FREE delivery Tue, 8 Jul",4.2 out of 5 stars,100+ bought in past month,41,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"ASUS Vivobook 15,13th Gen,Intel Core i5-13420H(Intel UHD iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/Windows 11/M365 Basic (1Year)*/Office Home 2024/Cool Silver/1.70 kg) X1502VA-BQ835WS",https://amazon.in/ASUS-Vivobook-i5-13420H-Keyboard-X1502VA-BQ835WS/dp/B0DTYHD5D1/ref=sr_1_34?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.twOg7O6gVGgh2v5EMv0pPYoEnxxnhd147H5iw6N_hhlQPYNSoIsfZWQtzveMkRoWSl_INoH1tZ8RPvkcJvc5lePpcRXyYIgjcYcZj4Ukf4NIDHsGumBWkS6_2cdgs9o1ZF-DsFIh3yp2caWu6C64fvopZgeeCGG2SDE-mG0ZlLiCA4AjIlayZxVyzT_qQpfj4dIGIiRQ-aVApnZsq7QRYsh4dbJo_1Q7SlvoIDfjjXY.LQoOQTECKFO6vn0loqypWfqRo6zbv2V5Ji4H7T9v18A&dib_tag=se&keywords=laptop&qid=1751752458&sprefix=laptops%2Caps%2C154&sr=8-34,https://m.media-amazon.com/images/I/718goB02iNL._AC_UY218_.jpg,"52,990","FREE delivery Tue, 8 Jul",3.6 out of 5 stars,200+ bought in past month,24,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
"Apple MacBook
this_is_desc---------                   Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD
                                        Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad;
                                        Space Grey",https://amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_6?crid=12IZR3PRZWTP2&dib=eyJ2IjoiMSJ9.YpBvqs66B1G9FfyIAwiFlLjQKsTPqlTt6PWRNTifRQqn8xGVGJyCmxtMElcEKtP2IbVLptt2gbMP_q0VT2TSzamWwHwXiyvb_oXkra5rJWPF1A6xKA_2iE0LMbcALr_EVuHpHeC2qy6iYRNSHKezUDMLMnjZxCKSaveciiJkId5djUrZAlX_sLqs5grWfHX0tdPakUkxia3abuppo1pRuFxds1f_DydAPojkloBojTQ.h9xb3WAmuxXQ2CPATIVKJXZY2hNuqK4YkNoLhUi7sJk&dib_tag=se&keywords=laptop&qid=1751752454&sprefix=laptops%2Caps%2C154&sr=8-6,https://m.media-amazon.com/images/I/71jG+e7roXL._AC_UY218_.jpg,"58,990","FREE delivery Wed, 9 Jul",4.6 out of 5 stars,N/A,21,FREE Prime Delivery,"Or fastest delivery Tomorrow, 7 Jul",
